Comment,Label
Nhạc hay mà lời bài hát quá là bình thường,Bad
Chưa hiểu lắm. Sao một bài hát chỉnh chu đầu tư và hay ntn lại ít người nghe và biết đến vậy?,Bad
ko thể dừng nghe :((,Bad
các anh đừng che anh trống được không :< tội nghiệp anh,Bad
Nghe bài này tự dưng mình cảm giác giống như mấy lúc hồi trẻ con mỗi lần bị bố mẹ mắng cái mang tâm trạng giận dỗi chuẩn bị lên kế hoạch bỏ nhà đi í : )))))))))))))))),Bad
Bài hát chả ra thể thống gì ..,Bad
bực mình ghê >__<,Bad
Thực ra bài này đang kể về nhân vật nobita đang có í định rời bỏ nhà ra đi :)))),Bad
tội ông đánh trống ghê =))),Bad
Trời ạ ... Nghe muốn đau tim luôn á ...,Bad
Có lẽ em còn trẻ quá. Em không hiểu bài hát nhiều lắm :<,Bad
Tội anh đánh trống :)) Nguyên nửa đầu bị che mất :)),Bad
Cứ bị ám ảnh,Bad
Điên thật sự.,Bad
Lời xàm,Bad
như ngáo đá vậy,Bad
Em nhớ con mèo :(,Bad
bài hát không hay,Bad
"Sao nhạc càng ngày càng như lồn thế này ? Lyric thì vớ vẩn, nhạc thì vớ vẩn đéo ra gì cả. Một sản phẩm thất bại.",Bad
"Hài vl, giờ người ta disband vì khả năng không ưa mặt nhau lắm lắm rồi. Vậy mà vẫn bắt ngta diễn chung, xin thưa là làm l gì còn sự đồng điệu nữa. Đến lúc đấy các ô bà lại nhảy đổng lên chửi: không chuyên nghiệp, không tôn trọng khán giả, ỉa vào lỗ tai người nghe, diễn vầy thà đừng diễn nữa cho xem :)))
Gớm, giờ giọng nào chả chửi được",Bad
"""Giai điệu bài hát này khá đơn điệu và thiếu sự sáng tạo, không để lại ấn tượng mạnh mẽ hay bất kỳ điểm nhấn nào.""",Bad
Nhảy như con gà trụi lông :)))),Bad
Thà nghe Sơn Tùng hát còn hay hơn là nghe cái ca sĩ dở Chi Pu nay hát,Bad
"Vãi ...
Nhảy như lồn",Bad
tởm hại,Bad
Ko hay,Bad
Ko hay bằng chạy ngay đi,Bad
chị càng ngày càng điên,Bad
mặc quần xong mặc váy phải không? Nhìn dị vãi! mà hát + vũ điệu như c,Bad
"Hát dở hơn Bích phuong , văn mai Huong nữa không có chất giọng ca sĩ cái con cạch nào cả",Bad
nhìn mấy con kia nhảy như yêu quái,Bad
Nói thật ko thấy hay j cả,Bad
giống mấy con zombie gê,Bad
"Nhạc hay, nhưng vũ đạo k tốt cho lắm nhỉ",Bad
"Con này bị thần kinh à , 1 sản phẩm để lại ấn tượng chỉ là giọng hát quá lố và điệu nhảy làm trò tiêu khiển , nói thật chứ từ ngày làm ca sĩ  t đã ko còn 1 chút cảm tình nào",Bad
nói thiệt ko ghét chipu tự nhiên Mv này nhảy như điên,Bad
Annabelle phiên bản 3,Bad
đạo nhạc,Bad
"Kinh dị vãi :"">",Bad
con này thất bại vkl,Bad
Con điên,Bad
Nhảm vl😂,Bad
Mv như điên,Bad
"Chi pu ơi . Em là fan của Chi pu đây , em rất hâm mộ chị nhưng em phải nói bài này điệu nhảy của mấy chị trông cứ ........ hâm hâm . Em xin lỗi đã chê MV này . Em xin lỗi !",Bad
giống cương thi chết mịa,Bad
tao tưởng đây là 1 đàn gà chứ=))),Bad
NHƯ LỒN,Bad
Tao đang xem cái gì vậy..,Bad
nhạc hay nhưng vũ đạo quá lố =)),Bad
Bố con dại,Bad
3:11 lỗi kìa,Bad
"Y như những vong hồn quỷ dữ đang phê thuốc, thảm bại.",Bad
Skin giống ma búp bê thật nhìn cx hay hay nhưng mà có cái cảnh lập đi lập lại chán,Bad
Chipu đã chở lại và ăn hại hơn xưa trông như con điên ý  thề luôn vũ đạo thì xấu xưa nay là fan bây giờ là anti fan của chipu,Bad
Không bắt tai lắm.,Bad
Hát như con cặc,Bad
"Xem mấy mv trước của Chipu thấy cũng hay nhưng mv này mình Không thể xem hết, mình nói thật điệu nhảy gi cảm thấy ghê ghê cộng thêm tông đỏ đen nhìn mấy vũ công như mấy con quỷ đang nhảy múa cứ sợ sợ sao !??? Không biết có ai cảm nhận như mình ko 😨😨",Bad
nhìn tởm vãi,Bad
*-Cạn lời-*,Bad
T chả hiểu chúng nó đang nhảy cái j nữa,Bad
Kinh vãi 😰😰😰,Bad
Đm dở vãi,Bad
như đấm vào tai,Bad
dị v,Bad
Vũ điệu con loăng quăng,Bad
dislike :))),Bad
Dở,Bad
Riết mình thất nhạc việt nó cứ loạn loạn.,Bad
Nhìn gớm gớm sao á,Bad
như điên,Bad
bị ám ảnh bởi bài này,Bad
Như mấy con zoombie,Bad
nhìn nhảy như mấy con điên á,Bad
Nhảy Như con điên,Bad
"chipu ò ó o.....
hát pha tiếng anh vào dân việt rất là ghét ko biết điều đó à :V>.",Bad
hát hay nhưng mà nhảy thì như diên,Bad
*Thảm hoạ thời trang*,Bad
MV tệ,Bad
nhạt không có j đặc sắc,Bad
trang phục hơi quê,Bad
@@ đau bụng,Bad
Thấy mà ớn,Bad
Trang phục dị quá nên...,Bad
bài hát giọng hát thì nghe cũng được nhưng Mv nhìn thấy gớm quá :v,Bad
như một con điên,Bad
🖓nhạc ko hay cho lắm😑,Bad
"nhìn mặt vũ công sợ quá, mất ngủ vl",Bad
lại xuống trình r :)0,Bad
dạo này ca sĩ việt ra toàn mv không đâu vào đâu.,Bad
"MV này t không còn Dislike Pu nửa :D.. Dạo này cũng hay nghe lại mấy bài hát trước, mà Dislike thì vẫn để nhé :))))",Bad
Ma hả mọi người,Bad
Đùa ... cái gì thế này ...,Bad
Tất cả đều ổn. Trừ trang phục =))),Bad
ko hay,Bad
Ui mẹ ơi khiếp hơn anabella nữa,Bad
Tôi đang coi cái j đây ôi mắt tôi 😣,Bad
Nhìn dị vãi ra,Bad
Đáng sợ vl,Bad
coi mv này xong tối ngủ k dám đi đái,Bad
Vcl như mấy đứa vừa trốn trại ấy,Bad
Coi xong ám ảnh ko mấy chế?,Bad
Tao nói thiệt.. Chi Pu mà ra mấy cái MV như v fan trung thành nhất cũng bỏ mà chạy.. Gì cũng vừa vừa thôi.. Nhìn lố vl. Nổi tiếng thì nổi bằng thực lực í. Nổi bằng mấy trò lố lăng. Chưa kể mấy fan nước ngoài nhìn vô tưởng Việt Nam mình toàn mấy đứa dở hơi. Chi Pu đã đại diện Vietnam mình ra nước ngoài nhận giải rồi. Ít nhiều gì cũng biết mặt Chi Pu. Giờ ra mấy MV lố bịch tào lao như vậy. Trong nước thì không sao lo là lo người ngoài nhìn vô thôi. ChiPu đó giờ sao thì giờ vẫn vậy đi. Sao mà càng ngày càng giống bị gì ấy ?😃? Người ta nói đâu có gì sai. Mấy fan của ChiPu cứ binh binh. Ngày xưa t cũng thích ChiPu lắm mà giờ chả ư a nổi luôn á tr. Muốn đu theo ủng hộ lắm mà thấy càng ngày càng lố bịch. Như mấy MV trước đi t còn ủng hộ. Như này thì bó tay hỏi sao fan Chi Pu càng ngày càng ít mà thấy toàn antifan :)),Bad
vũ đạo kiểu gì vậy !?!?,Bad
Sao mà ức chế vl,Bad
Nghe nó muốn nổ tai,Bad
Mv rẻ tiền nhất vpop ?,Bad
Sao thấy như điên ấy :D. Mấy bài trước của chi pu ko hay nhưng nó còn có phần giải trí nghe xong thấy buồn cười. Còn bài này nghe xong chỉ thấy điên điên :D,Bad
"Nhìn mặt chị em đã thấy hãi rồi, đêm chị mà xuất hiện xong hét “come to me” chắc em đái ra máu :((",Bad
Cái quần gì vậy ạ.,Bad
Nhìn như con điên,Bad
Giống như mấy con diện,Bad
Súc phạm người nghe vl,Bad
Thật lòng thì thấy vũ đạo hơi kì và trag phục hơi lạ * giống quỷ 😂😅😅,Bad
1:53 giống như mấy con ma chạy vòng quanh chi pu ak,Bad
Trang phục dị vãi,Bad
huỷ nhan sắc hả chi pu oi?,Bad
Nhảy như điên,Bad
Nhảy như mấy con trong trại vừa mới ra :),Bad
Trông như mấy con động kinh,Bad
Nghe như cứt :),Bad
phí 4 phút cuộc đời :),Bad
"nhảy đẹp thì làm dancer đi , làm ca sĩ làm gì =))",Bad
Chọc mù mắt tao đi,Bad
dcm lại cái kiểu mặc đồ đấy,Bad
Chị cắt tóc đi xấu quá,Bad
"Chị hết kinh phí hay sao mà đầu tư quả MV không còn gì để nói vậy. Không có câu chuyện, cảnh quay thì gói gọn trong studio, trang phục có 1 bộ, đến điểm mạnh nhất của chị là vũ đạo thì trong bài này chỉ thấy như mấy con cào cào đạp nước... thực sự còn không bằng mấy bản dance ver của chị trước đây. Ừ thì trước giọng chị không hay thì người ta xem MV cũng thấy đã mắt. Giờ cái giọng vẫn chỉnh nát tơi bời, MV thì nửa mùa chả có 1 điểm hấp dẫn. Mong chị rút kinh nghiệm cho MV sau đầu tư hơn chứ ko phải comeback cho có cái kiểu này.",Bad
"lần đầu nghe không thấm,
sau 10 lần ... à mà thôi khỏi nghe nữa =))",Bad
Ngồi xem mà sợ,Bad
Bắt chước Lady Gaga à chị ơi. Chưa đủ dị.,Bad
mv xấu vl,Bad
Theo mình thấy bài này không bằng mấy bài trước,Bad
MV ghê quá.kkk !!!,Bad
nhin như cô hồn chị ơi,Bad
như con điên,Bad
Nhảy con mẹ gì buồn cười vl..,Bad
"Tưởng có gì đột phá, mv này còn thua cả mấy mv trước, dở thực sự ấy! 😑",Bad
thời trang gì dị vllll,Bad
"Hôm nay lướt mạng là tới đây là quá đủ

",Bad
Mày hát cái gì thế,Bad
nhạc gì vậy,Bad
"Hic, tau không cảm nổi cái bài này",Bad
chia buồn,Bad
em đã khóc rất to huhu,Bad
"hết duyên
",Bad
"Tạm biệt Ngọt, khóc xong rồi thì thôi cất gọn poster band vào góc, mình tạm thời không nhìn nhau band nhé. Mỗi lần nhìn thấy band mình sợ lại làm tim mình đau hơn. Mình không biết mình có vượt qua cú sốc này không nữa. Ủng hộ Ngọt mấy năm nay, để rồi nhận trái đắng như vậy. Mình chưa đủ chín chắn để chấp nhận sự thật này, chắc là vậy, nên mình đành ích kỷ vậy thôi. Mình cảm thấy như bị lừa vậy, công sức lo lắng cho Ngọt thừa rồi. Ngọt thừa biết fan girl là ntn mà, vậy mà band vẫn như vậy.
Tạm biệt Ngọt, cho mình ích kỷ lần này nhé. Hẹn gặp lại khi mình đã mạnh mẽ hơn, mình không quay lưng đi nhưng mình sẽ dừng lại.",Bad
TRỜI ƠI KHÔNG ĐỪNG LÀM THẾ,Bad
Nhạc genZ đây hở? Nghe ngộ heng,Bad
Trời đất ơi không lẽ mình sẽ chẳng bao giờ tìm đến nhau,Bad
đcm nghĩ lại vẫn cay,Bad
"đéo chấp nhận được Ngọt ơi???
Ngọt đem lại âm nhạc an ủi tâm hồn, nhạc Ngọt đồng hành với tui trong lúc tui hoảng loạn nhất, không chỉ riêng gì cá nhân tui mà tui nghĩ các kẹo cũng có hoàn cảnh như vậy
giờ Ngọt đi dứt khoác còn không thèm có từ “lần cuối” với tụi tui hả",Bad
Lo lắng và hụt hẫn là những cảm xúc hiện tại của tớ.,Bad
"đã đứt đôi đoạn, giọt lệ lại nhỏ đôi hàng :)))",Bad
thôi vô trách nhiệm như này thì vứt moẹ đi,Bad
hi vọng cuối cùng cũng bị dập tắt. ,Bad
"dù rất thích nhóm nhưng đọc được tin cảm thấy bị phản bội vãi. Chả nhẽ các a cứ xin lỗi là xong. chẳng có nổi 1 lời chào, cứ thích dừng là dừng...",Bad
vô trách nhiệm!,Bad
Nói thật mình mua cam từ lúc công bố nghệ sĩ đầu tiên là ngọt :)) mình nghe nhạc các anh cũng 7-8 năm r nhma lần này mấy anh làm mình thất vọng thiệt sự.,Bad
giờ chỉ biết cất gọn poster vào góc thôi,Bad
Mấy ông này trẻ con vcđ ý,Bad
LÀM ƠN HÃY XIN LỖI NGƯỜI HÂM MỘ,Bad
Thật sự là tát thẳng vào mặt những người yêu thương các bạn đó Ngọt,Bad
Hát hay đọc thơ thế?,Bad
Thấy hơi vô trách nhiệm nha. Nhiều người chỉ vì ngọt mà mua vé 2 show kia giờ bảo huỷ là huỷ sao trời. Không có lời nào đến các bạn fan luôn.,Bad
K nghe ra chữ gì luôn,Bad
Nhạc ngang phè phè,Bad
Coi thường khán giả nhóm sẽ sớm giải tán mà xem,Bad
Dị là hay dữ chưa,Bad
"QUÁ VÔ ĐẠO, BẤT LƯƠNG, ĐỀ NGHỊ DỪNG NGAY HÀNH VI ĐÓ LẠI ",Bad
Hát gì z tr,Bad
"Chắc tao già rồi, nên nghe không thấm nổi ",Bad
K thẩm nổi nhạc,Bad
ai đang bực mà gặp bà này chắc cọc ngang,Bad
tân binh khủng hoảng,Bad
Nhạc như này mà nhiều đc khen đc. Nuốt k nổi :)),Bad
Ai cũng khen mà t ko dám chê luôn á chắc do t già rồi nghe ko vào nhạc kiểu này,Bad
"Như đấm vào tai thế này mà cũng đc đứng trên 1 sân khâu hát cho hàng nghìn người nghe,khối ng hát hay hơn thì lại ko có cơ hội tỏa sáng",Bad
Tức muốn đập đt ,Bad
cọc ghê bây,Bad
tân binh khủng bố tinh thần t thì có,Bad
Tân binh khủng hoảng tâm lý,Bad
KHÔNG!! Tôi không chấp nhận!!! Tôi không đồng ý!!!!,Bad
đoạn này bả hát ko hay lắm,Bad
chiều đi làm về mệt lắm rồi nghe,Bad
"Tạm biệt Ngọt, khóc xong rồi thì thôi cất gọn poster các anh vào góc, mình tạm thời không nhìn nhau anh nhé. Mỗi lần nhìn thấy anh em sợ lại làm tim mình đau hơn. Em không biết em có vượt qua cú sốc này không nữa. Chờ anh nửa năm, để rồi nhận trái đắng như vậy. Album đặt rồi cũng không muốn lấy về nữa. Em chưa đủ chín chắn để chấp nhận sự thật này, chắc là vậy, nên em đành ích kỷ vậy thôi. Chưa được 20 năm mà, anh có cần vội vã tạm dừng vậy không? Cắt đứt liên lạc với mọi người để không liên lụy tới họ nhưng vẫn hẹn hò được ạ? Em cảm thấy như bị lừa vậy, công sức lo lắng cho anh thừa rồi vì anh chắc vẫn luôn hạnh phúc bên ai kia. Vừa showcase gặp fan xong đã đi gặp bạn gái luôn, tình yêu của fan với anh chắc không đủ. Anh thừa biết fan girl là ntn mà, vậy mà anh vẫn như vậy",Bad
giỡn mặt hả,Bad
Không bực nữa chuyển sang quạu,Bad
bực thêm :)),Bad
Sao nghe bực mình dữ ta,Bad
nhức đầu lắm rồi,Bad
Có thôi đi chưa,Bad
"Chúng tôi xin lỗi vì khả năng chính tả của admin có vẻ ko cao
",Bad
t đang năng lượng nghe cũng quạo ngang ,Bad
"Không biết có mâu thuẫn gì mà đến lời tạm biệt cuối cùng cho fan cũng không làm được, nhưng 10 năm đồng hành cũng ko phải ngắn, hành xử như thế này thực sự là thiếu chuyên nghiệp và thiếu tôn trọng fan quá.",Bad
Ko phải cứ bồi thường là chịu hết được trách nhiệm đâu. Mấy a ích kỷ quá!!!,Bad
dẹp,Bad
